serverId,characterId,characterName,level,jobId,jobGrowId,jobName,jobGrowName
diregie,e2659b8db1a1797b847a3f0ce06656c8,멍멍버프,110,f6a4ad30555b99b499c07835f87ce522,37495b941da3b1661bc900e68ef3b2c6,프리스트(남),眞 크루세이더
diregie,a107e9124a499f2ea4b0d3fc40f2bf8d,트래물렁,110,b9cb48777665de22c006fabaf9a560b3,618326026de1a1f1cfba5dbd0b8396e7,아처,眞 트래블러
diregie,1dc2858c22f58295dc8889bb0cf30c55,Evan젤리,110,0c1b401bb09241570d364420b3ba3fd7,37495b941da3b1661bc900e68ef3b2c6,프리스트(여),眞 크루세이더
diregie,00027617c52742014924c0f2170dd282,진명이,110,1645c45aabb008c98406b3a16447040d,c9b492038ee3ca8d27d7004cf58d59f3,귀검사(여),眞 베가본드
diregie,0c589258cb13bc102e893e7e24efbc92,태우노,110,1645c45aabb008c98406b3a16447040d,c9b492038ee3ca8d27d7004cf58d59f3,귀검사(여),眞 베가본드
diregie,d9527689f75d536bbed0d6bd76dd97fd,천령환령,110,ddc49e9ad1ff72a00b53c6cff5b1e920,618326026de1a1f1cfba5dbd0b8396e7,도적,眞 사령술사
diregie,a63e64b40dbcb0e63eef85737ab3711d,종드마스터,110,1645c45aabb008c98406b3a16447040d,37495b941da3b1661bc900e68ef3b2c6,귀검사(여),眞 소드마스터
cain,fb4992454bba5d35cee446130bdc80c8,라디뱜,73,41f1cdc2ff58bb5fdc287be0db2a8df3,faf8fc6f0cd4c0f84f0035e23bd4fa19,귀검사(남),대암흑천
cain,39edd071884bb96c5d0ec5a05091b0ec,뮤즈A,110,b9cb48777665de22c006fabaf9a560b3,37495b941da3b1661bc900e68ef3b2c6,아처,眞 뮤즈
cain,86b1ec4b77d90aff86461a10745b0ad2,노가다광부캐,110,ca0f0e0e9e1d55b5f9955b03d9dd213c,80ec67d0356defa46a989914caca5820,격투가(남),염황 광풍제월
cain,53916ace13dec65038ec628919a594dc,엑윽요원,110,986c2b3d72ee0e4a0b7fcfbe786d4e02,618326026de1a1f1cfba5dbd0b8396e7,총검사,眞 요원
cain,15f0a7071d28be9e240003fb555d73f2,고주환,110,41f1cdc2ff58bb5fdc287be0db2a8df3,6d459bc74ba73ee4fe5cdc4655400193,귀검사(남),眞 버서커
cain,cdb8b87d9c785c7e7a167a3087bcd9a4,파동벌레캐릭,110,a7a059ebe9e6054c0644b40ef316d6e9,37495b941da3b1661bc900e68ef3b2c6,격투가(여),眞 넨마스터
cain,b155689326f2404218ac18b115533118,총알을와다다,110,afdf3b989339de478e85b614d274d1ef,c9b492038ee3ca8d27d7004cf58d59f3,거너(남),眞 스핏파이어
cain,504de3ca17575b57ceb74d06064d06fc,누런화면,110,3deb7be5f01953ac8b1ecaa1e25e0420,c9b492038ee3ca8d27d7004cf58d59f3,마창사,眞 다크 랜서
